"","QSLinkID","BlackSpruce0","BlackSpruce10","BlackSpruce100","BlackSpruce120","BlackSpruce140","BlackSpruce20","BlackSpruce40","BlackSpruce60","BlackSpruce80","Deciduous0","Deciduous10","Deciduous100","Deciduous120","Deciduous140","Deciduous20","Deciduous40","Deciduous60","Deciduous80","DeciduousCC20","DeciduousCC40","DeciduousCC60","Mixedwood0","Mixedwood10","Mixedwood100","Mixedwood120","Mixedwood140","Mixedwood20","Mixedwood40","Mixedwood60","Mixedwood80","MixedwoodCC20","MixedwoodCC40","MixedwoodCC60","NA.","Pine10","Pine100","Pine120","Pine140","Pine20","Pine40","Pine60","Pine80","PineCC0","PineCC10","PineCC20","PineCC40","PineCC60","WhiteSpruce0","WhiteSpruce10","WhiteSpruce100","WhiteSpruce120","WhiteSpruce140","WhiteSpruce20","WhiteSpruce40","WhiteSpruce60","WhiteSpruce80","WhiteSpruceCC20","WhiteSpruceCC40","WhiteSpruceCC60","Borrow.Pits.Dugouts.Sumps","Cultivation..Crop.Pasture.Bare.Ground.","Cutblock","Industrial.Site.Rural","Mine.Site","Other.Disturbed.Vegetation","Pipeline","Road..Hard.Surface","Road..Vegetated.Verge","Road.Trail..Vegetated.","Rural..Residential.Industrial.","Seismic.line","Transmission.Line","Well.Site"
"25","4-10-88-33-NW",0,0,0,0,0,0,0,0,0,0,33.4357136826005,0,0,0,0,0,0,0,0,0,0,0,2.44660737969,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8.1076996197353,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"26","4-10-88-33-SE",0,0,0,0,0,0,0,0,0,0,2.460166894184,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"27","4-10-88-34-NW",0,0,0,0,0,0,0,0,0,0,25.74753502436,0,0,0,0,0,0,0,0,0,0,0,2.792850341288,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.412712410978,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"28","4-10-89-1-NW",0,0,0,0,0,0,0,0,0,0,0.5291459861694,0,0,0,0,0,0,0,0,0,0,0,1.403614139287,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.02798470961268,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"29","4-10-89-10-SE",0,0,0,0,0,0,0,0,0,0,15.0428227691641,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.193537822203,0,0
"30","4-10-89-11-NE",0,0,0,0,0,0,0,0,0,0,0.002773556146171,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00117975105626,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"31","4-10-89-11-NW",0,0,0,0,0,0,0,0,0,0,0.000207239966161,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"32","4-10-89-11-SE",0,0,0,0,0,0,0,0,0,0,32.4846517206363,0,0,0,0,0,0,0,0,0,0,0,11.82950801248,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20.438370040371,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"33","4-10-89-11-SW",0,0,0,0,0,0,0,0,0,0,39.2850785295298,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.51380935597,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.3334465898452,0.0618951887531,0
"34","4-10-89-12-NW",0,0,0,0,0,0,0,0,0,0,0.000995187107371,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00117592896712,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"35","4-10-89-12-SE",0,0,0,0,0,0,0,0,0,0,0.000297048523386,0,0,0,0,0,0,0,0,0,0,0,0.000864088388445,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"36","4-10-89-12-SW",0,0,0,0,0,0,0,0,0,0,15.8211343051961,0,0,0,0,0,0,0,0,0,0,0,25.651546327143,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21.7585076395733,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"37","4-10-89-16-NW",0,0.004650245795492,0,0,0,0,0,0,0,0,0.00143126862796,0,0,0,0,0,0,0,0,0,0,0,0.000667629490093,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"38","4-10-89-16-SW",0,0,0,0,0,0,0,0,0,0,0.007326437331104,0,0,0,0,0,0,0,0,0,0,0,0.00046278555085,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"39","4-10-89-17-NE",0,42.4747883463979,0,0,0,0,0,0,0,0,11.534780517019,0,0,0,0,0,0,0,0,0,0,0,0.696730100024,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.29017476712,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.332024203083,0,0.60852503356
"40","4-10-89-17-NW",0,33.415912034186,0,0,0,0,0,0,0,0,22.436697951056,0,0,0,0,0,0,0,0,0,0,0,8.089509942488,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.16868170971,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.60169328995342,0,0
"41","4-10-89-17-SE",0,4.995236022151,0,0,0,0,0,0,0,0,47.890193816387,0,0,0,0,0,0,0,0,0,0,0,4.0249594389,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.1914423881913,0,0.391213677416
"42","4-10-89-17-SW",0,8.8233804604666,0,0,0,0,0,0,0,0,33.1225900190445,0,0,0,0,0,0,0,0,0,0,0,3.34256156229303,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.555753232757,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.12275177558078,0,0
"43","4-10-89-18-NE",0,6.69849817348,0,0,0,0,0,0,0,0,12.27084155011,0,0,0,0,0,0,0,0,0,0,0,34.768691342084,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7.511661907733,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.45669698045192,0,0
"44","4-10-89-18-NW",0,0.00933365124684,0,0,0,0,0,0,0,0,27.8741331377216,0,0,0,0,0,0,0,0,0,0,0,30.3147882297727,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.87959727867966,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.3243327869555,0,0
"45","4-10-89-18-SE",0,21.093807513154,0,0,0,0,0,0,0,0,26.374617664974,0,0,0,0,0,0,0,0,0,0,0,0.009197213209218,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.693789279211,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"46","4-10-89-18-SW",0,42.1585230845244,0,0,0,0,0,0,0,0,14.4384913023757,0,0,0,0,0,0,0,0,0,0,0,4.28913177219647,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.37384055701072,0,0
"47","4-10-89-19-NE",0,61.875638986337,0,0,0,0,0,0,0,0,1.49121969090208,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.934806048831,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"48","4-10-89-19-NW",0,60.0097588602592,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.3858587112369,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"49","4-10-89-19-SE",0,61.1079970660536,0,0,0,0,0,0,0,0,0.4697131691833,0,0,0,0,0,0,0,0,0,0,0,0.4550086521611,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.543595920169,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"50","4-10-89-19-SW",0,25.647265092349,0,0,0,0,0,0,0,0,23.9365504656744,0,0,0,0,0,0,0,0,0,0,0,10.2778711345364,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.72120017669634,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"51","4-10-89-2-NE",0,0,0,0,0,0,0,0,0,0,3.07301039919,0,0,0,0,0,0,0,0,0,0,0,0.736136124207,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.557560397575,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"52","4-10-89-2-NW",0,0,0,0,0,0,0,0,0,0,20.4737992510703,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.893937264325,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0519991213805,0
"53","4-10-89-20-NE",0,31.62919750766,0,0,0,0,0,0,0,0,23.2004559836,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.45271737534,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.394542793878,0,0
"54","4-10-89-20-NW",0,10.7360978137114,0,0,0,0,0,0,0,0,47.5530107880157,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.031302273183,0,0,0,0,0,0,0,0,0,0,0,0,0,0.342373195362,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"55","4-10-89-20-SE",0,7.2616751635255,0,0,0,0,0,0,0,0,45.196113000652,0,0,0,0,0,0,0,0,0,0,0,2.28146713972,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.56556594466,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0516748022791,0,0
"56","4-10-89-20-SW",0,25.8477507125017,0,0,0,0,0,0,0,0,35.827135443504,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.85372639771,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.111342283809,0,0.99974583148
"57","4-10-89-21-SW",0,0.000455915497694,0,0,0,0,0,0,0,0,0.000714662520798,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"58","4-10-89-29-NE",0,1.2500970365,0,0,0,0,0,0,0,0,57.546190301592,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.233871988829,0.00987144022945,0,0,0.109701344255
"59","4-10-89-29-NW",0,30.986180958698,0,0,0,0,0,0,0,0,33.3173084905441,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.803871220622,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"60","4-10-89-29-SE",0,58.953222378489,0,0,0,0,0,0,0,0,5.30107497968,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"61","4-10-89-29-SW",0,47.9176868668308,0,0,0,0,0,0,0,0,5.689392130408,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10.4086459869525,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"62","4-10-89-3-NE",0,0,0,0,0,0,0,0,0,0,50.842596520864,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10.020804803454,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"63","4-10-89-3-NW",0,0,0,0,0,0,0,0,0,0,15.4979278403131,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.652702080882,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"64","4-10-89-3-SE",0,0,0,0,0,0,0,0,0,0,15.71504727217,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"65","4-10-89-3-SW",0,0,0,0,0,0,0,0,0,0,45.5461923190557,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.71042065539309,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"66","4-10-89-30-NE",0,50.859102755352,0,0,0,0,0,0,0,0,10.473649189491,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0291164968788,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"67","4-10-89-30-NW",0,64.8805147414689,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"68","4-10-89-30-SE",0,56.2077027619914,0,0,0,0,0,0,0,0,1.44568184503,0,0,0,0,0,0,0,0,0,0,0,0.550246332528,0,0,0,0,0,0,0,0,0,0,0,0.2314994905966,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"69","4-10-89-30-SW",0,64.5055525023189,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.56420153685,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"70","4-10-89-31-NE",0,57.856188134588,0,0,0,0,0,0,0,0,6.7707750542744,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.148061119296,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"71","4-10-89-31-NW",0,59.270209822914,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.24033160064451,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"72","4-10-89-31-SE",0,14.4926698903843,0,0,0,0,0,0,0,0,23.517927190669,0,0,0,0,0,0,0,0,0,0,0,7.07643172935373,0,0,0,0,0,0,0,0,0,0,0,4.5133471971579,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00715223083352,0.50919735199,0,0,0,0
