"","QSLinkID","BlackSpruce0","BlackSpruce10","BlackSpruce100","BlackSpruce120","BlackSpruce140","BlackSpruce20","BlackSpruce40","BlackSpruce60","BlackSpruce80","Deciduous0","Deciduous10","Deciduous100","Deciduous120","Deciduous140","Deciduous20","Deciduous40","Deciduous60","Deciduous80","DeciduousCC10","DeciduousCC20","DeciduousCC40","Mixedwood0","Mixedwood10","Mixedwood100","Mixedwood120","Mixedwood140","Mixedwood20","Mixedwood40","Mixedwood60","Mixedwood80","MixedwoodCC10","MixedwoodCC20","MixedwoodCC40","MixedwoodUP10","MixedwoodUP20","MixedwoodUP40","NA.","Pine0","Pine10","Pine100","Pine120","Pine140","Pine20","Pine40","Pine60","Pine80","PineCC0","PineCC10","PineCC20","PineCC40","WhiteSpruce0","WhiteSpruce10","WhiteSpruce100","WhiteSpruce120","WhiteSpruce140","WhiteSpruce20","WhiteSpruce40","WhiteSpruce60","WhiteSpruce80","WhiteSpruceCC10","WhiteSpruceCC20","Borrow.Pits.Dugouts.Sumps","Cultivation..Crop.Pasture.Bare.Ground.","Cutblock","Industrial.Site.Rural","Mine.Site","Other.Disturbed.Vegetation","Pipeline","Rail..Hard.Surface","Rail..Vegetated.Verge","Reservoirs","Road..Hard.Surface","Road..Vegetated.Verge","Road.Trail..Vegetated.","Rural..Residential.Industrial.","Seismic.line","Transmission.Line","Well.Site"
"11","4-1-74-1-NW",0,0,4.161709333581,0,13.033417168003,0,0,0,3.66741649211,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,34.038960340832,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.07153208774335,0,0
"12","4-1-74-1-SE",0,0,2.65474542153,0,0.2788844495,0,0,0,3.19783631233,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.204168439268,0,0,0,57.462031064844,0,0.649782293989,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.3292953325281,0,0
"13","4-1-74-1-SW",0,0,0,0,25.5085272852279,0,0,0,1.613498505406,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.188307544599,0,0,0,36.3064544981792,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"14","4-1-74-10-NE",0,0,11.890483183455,1.87407547261,0,0,25.5325651719,0,5.81492487297,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15.04767369001,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"15","4-1-74-10-NW",0,0,0,1.768952112558,0,0,28.257891535308,0,4.927760220149,0,0,0,0,0,0,0.96208913110014,0.634610631441,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.04442989473,0,0,0,17.392204329784,0,0.922443731033,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.458795136417,0,0
"16","4-1-74-10-SE",0,0,21.15041029711,2.28321160303,0,0,0,0,4.276399483386,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21.744172200051,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.4346299007916,0,0
"17","4-1-74-10-SW",0,0,20.002059016252,0,0,0,0,0,1.02134387132,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,26.875134407084,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.693672773431,0,0
"18","4-1-74-11-NE",0,0,6.2821075464,1.03157392837,0,0,3.00570374984,0,12.912119176458,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.07988835457,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"19","4-1-74-11-NW",0,0,1.431863192133,9.87285854722,0.696076366475,0,4.094870836359,0,7.08990512656,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20.457710766795,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"20","4-1-74-11-SE",0,0,8.148637747541,0.0382677482452,0,0,13.12838295775,4.08074583083,18.284708578512,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.24428421807,0,0,0,16.278551712567,0,0.11208620194,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.320843504329,0,0
"21","4-1-74-11-SW",0,0,13.1278158944801,0.159226630947,9.98801865811,0,0.751727194887,0,19.169393089795,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11.4194265492545,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.32622266564329,0,0
"22","4-1-74-12-NE",0,0,1.20383887472,11.030770331875,0,0,0,0.318761661346,30.2844467682,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19.932770698008,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5435290094718,0,0
"23","4-1-74-12-NW",0,0,0,0,0,0,23.88642586643,0,11.930746095034,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,27.1967806953249,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.019308488561,0,0
"24","4-1-74-12-SE",0,0,0,0,0,0,2.77472345146,0,1.32342739072,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,55.288681734877,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.63318413365154,0,0
"25","4-1-74-12-SW",0,0,1.54095828849,0,0,0,9.149526665086,1.297671969109,5.1787319627062,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.980465208935,0,0,0,29.9374271346113,0,2.64139871683,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.4635667283954,0,0
"26","4-1-74-13-NE",0,0,0.232739583253,0.000423282065844,0,0,6.921599796075,0,0.398318054459,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.35739974627,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,42.3520338951396,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.978922728867,0,0
"27","4-1-74-13-NW",0,0,4.1179280022,9.223088191853,0,0,14.99230796191,0,11.025871663002,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.963876350764,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21.2738752484715,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"28","4-1-74-13-SE",0,0,0,5.3605406887876,0,0,0,5.762669939728,16.324809305811,0,0,0,0,0,0,1.07770844873,0,0,0,0,0,0,0,0,0,0,0,0.781512080253,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,31.063587150842,0,2.68829923493,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5101699010875,0,0
"29","4-1-74-13-SW",0,0,0,4.782978825424,0,0,15.5131257950549,0,17.7634210017833,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.5180385680485,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7.4924773633441,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"30","4-1-74-14-NE",0,0,4.56770225866,0,0,0,1.06204022224,8.429680904989,23.666924678905,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15.5294911534358,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"31","4-1-74-14-NW",0,0,4.1832860191786,0,9.5630799034086,0,3.27767720949558,23.431308013162,3.864034049822,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.6183193602384,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"32","4-1-74-14-SE",0,0,1.848994121061,0,0,0,3.2723183960159,0,37.681855176795,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.725058719198,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"33","4-1-74-14-SW",0,0,13.661686106947,0,6.798916353119,0,11.1774211869503,0.0607089311468,8.0174800020618,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11.757702733089,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"34","4-1-74-15-NE",0,0,0.547676831734,3.425325359686,24.369167012464,0,7.765834162865,0.671367101129,14.227341207509,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.509649748813,0,0,0,5.923953228871,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"35","4-1-74-15-NW",0,0,0,4.841639891646,8.48684312889,0,29.1813131699458,0,8.0631998168986,0,0,0,0,0,0,0.101937954668,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.29719000028,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.482234660799,0,0
"36","4-1-74-15-SE",0,0,2.222502409584,0,14.945976526557,0,24.772461665597,0,11.57152330454,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.10762963985,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"37","4-1-74-15-SW",0,0,5.35757592236,1.1841948306,5.62508489915,0,35.4780423797751,2.41460569452,5.2443508519867,0,0,0,0,0,0,3.107204651071,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.566137372681,0,0,0,0,0,1.14779475117,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.4942834101006,0,0
"38","4-1-74-16-NE",0,0,17.54631171696,0.9020129975,0,0,9.380841062784,0,32.7860384425905,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.75016015798,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"39","4-1-74-16-NW",0,0,16.65150859258,0,0,0,0,4.78790813933,32.184236843058,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.19733093726,0,3.532459047795,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"40","4-1-74-16-SE",0,0,6.151125358267,0,0,0,16.588044987956,0,2.98033292206714,0,0,0,0,0,0,0.676380014836,0.413357664847,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9.988253556554,0,22.1147648047781,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"41","4-1-74-16-SW",0,0,6.510633192672,0,0,0,0,0.4086061731056,25.356607766962,0,0,0,0,0,0,0,0.463005089562,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.955812357935,0,0,0,16.6466897547929,0,10.462687948779,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"42","4-1-74-17-NE",0,0,0,0,0,0,0,0,7.9360858629,0,0,0.786093660893,0,0,0,2.0049844641,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.142224519256,1.89645863322,0,0,15.22330529915,0,3.92509632611,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"43","4-1-74-17-NW",0,0,0,0,0,0,0,2.1816119178957,5.1673902869476,0,0,0.781522281899,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.61058680149,0,0,0,21.717387038691,0,1.79694680179,0,0,0,0,0,0,0,0,1.6055670106,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"44","4-1-74-17-SE",0,0,11.25440420887,0,0,0,0,9.787429619679,14.859621113914,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.6785152811315,0,0,0,26.5958939946443,0,0.466375406998,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"45","4-1-74-17-SW",0,0,4.25756769614,3.327850836771,2.620743686882,0,0,0,9.9485229735083,0,0,0,0,0,0,1.75857552993,1.250179831375,3.61493299614,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5048938113196,0,0,0,29.147795220813,0,2.64254611263,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"46","4-1-74-18-NE",0,0,2.51021264583,0.422457201358,0,0,0,3.33499673526,3.38705994962,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0690643620831,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,32.479300723146,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"47","4-1-74-18-NW",0,0,0,0,10.333305521383,0,0.851600012817,0,3.695329203377,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.3478082674056,0,0,0,38.1090851288507,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"48","4-1-74-18-SE",0,0,0,11.142889705259,2.62333672558,0,0,1.224280543038,6.263263932084,0,0,0,0,0,0,0.704056144543,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,43.2679386024428,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"49","4-1-74-18-SW",0,0,0,0.271697095652,11.44777335759,0,4.9574991968043,0.279378670951,1.6472153952656,0,0,0,0,0,0,0.787548389851,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,42.4930564713838,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"50","4-1-74-19-NE",0,0,0.356944799109,2.17678903246,0,0,15.195161525474,0,4.4807861607367,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.925195689368,0,0,0,28.5494007087357,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.3456599652438,0,0
"51","4-1-74-19-NW",0,0,5.95218502619,0,0,0,3.603859849371,0,0.721579124583,0,0,0,0,0,0,4.023745990611,0,2.45645938023,0,0,0,0,0,0,3.03422752319,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.72822453685,7.48768058785,0,0,11.18392222232,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.4263381545759,0,0
"52","4-1-74-19-SE",0,0,0.299179429948,0.325223542043,0,0,6.5620488762,0,0.0293212097514,0,0,0,0,0,0,1.68209525377,0,0,0,0,0,0,0,0,3.27476862231,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15.5611535276341,0,0,0,0,0,0,0,0,0,0.946788750195,6.99939139694,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.397368741004,0,0
"53","4-1-74-19-SW",0,0,3.53520577391,0,0,0,0.645522509397,0,3.545549769293,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11.77060057441,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.472067272028,1.32504985207,0,0,15.750721283955,0,0,0,0,0,0,0,0,0,0,2.762345986198,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.1628762679803,0,0
"54","4-1-74-2-NE",0,0,28.78441345023,0,2.03359700633,0,4.520763343632,0.0745879106049,1.69244379437,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24.32974609777,0,3.06894299521,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.967020081395,0,0
"55","4-1-74-2-NW",0,0,8.83449918755,0,0,0,2.56215315203,0,10.6337105263714,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,31.082725960151,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.7902552915272,0,0
"56","4-1-74-2-SE",0,0,6.80256586146,0,6.1183106225451,0,9.736007360666,0,6.687506866711,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.600554029377,0,0,0,33.864291290764,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"57","4-1-74-2-SW",0,0,2.36602833847,0,7.111691658963,0,26.172678683336,0,1.939815968304,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24.326416146118,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"58","4-1-74-20-NE",0,0,6.10006332821,5.647090486626,0,0,6.33359245281,0,18.4413302203431,0,0,0,0,0,0,0.861621484019,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.25520300096,0,0,0,21.332708851745,0,1.83734487072,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.4041852008954,0,0.327154379207
"59","4-1-74-20-NW",0,0,2.718065259375,0,0.00731379497081,0,13.501946828851,0,6.331368007992,0,0,0,0,0,0,3.21511132262,0,2.14703895694,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.40378057633,0,0,0,23.605448539107,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.3770266482068,0,0
"60","4-1-74-20-SE",0,0,0,8.75060759572,0,0,0,16.083693875,8.00938026679742,0,0,0,0,0,0,0.49151415489,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.93246424691,6.69073012448,0,0,6.40617528058388,0,11.8901225917178,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.481082256997,0,0
"61","4-1-74-20-SW",0,0,1.267783068537,1.84924132824,0,0,3.67617398459,0.208847113107,21.219824468546,0,0,0.0555524086527,0,0,0,0.703489780393,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.98905915747,0,0,0,17.2031734293368,0,0.376094876499,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.3410346066373,0,0
